,Unnamed: 0,session,method,gender,emotion,n_annotators,agreement,path
132,132,1,impro,F,neu,4,3,Ses05F_impro06_M025
133,133,1,impro,F,neu,4,4,Ses05F_impro06_M025
134,134,1,impro,F,fru,4,2,Ses05F_impro06_M025
135,135,1,impro,F,fru,4,3,Ses05F_impro06_M025
136,136,1,impro,F,neu,4,3,Ses05F_impro06_M025
137,137,1,impro,F,neu,4,3,Ses05F_impro06_M025
138,138,1,impro,F,xxx,0,0,Ses05F_impro06_M025
139,139,1,impro,F,fru,4,2,Ses05F_impro06_M025
140,140,1,impro,F,fru,4,2,Ses05F_impro06_M025
141,141,1,impro,F,xxx,0,0,Ses05F_impro06_M025
142,142,1,script,M,fru,3,2,Ses05F_impro06_M025
143,143,1,script,M,sur,3,2,Ses05F_impro06_M025
144,144,1,script,M,sur,3,2,Ses05F_impro06_M025
145,145,1,script,M,sur,3,2,Ses05F_impro06_M025
146,146,1,script,M,sad,3,2,Ses05F_impro06_M025
147,147,1,script,M,sad,3,3,Ses05F_impro06_M025
148,148,1,script,M,sad,3,3,Ses05F_impro06_M025
149,149,1,script,M,fru,3,2,Ses05F_impro06_M025
150,150,1,script,M,ang,3,2,Ses05F_impro06_M025
151,151,1,script,M,xxx,0,0,Ses05F_impro06_M025
152,152,1,script,M,sur,3,2,Ses05F_impro06_M025
153,153,1,script,M,ang,3,2,Ses05F_impro06_M025
154,154,1,script,M,fru,3,2,Ses05F_impro06_M025
155,155,1,script,M,xxx,0,0,Ses05F_impro06_M025
156,156,1,script,M,ang,3,3,Ses05F_impro06_M025
157,157,1,script,M,ang,3,2,Ses05F_impro06_M025
158,158,1,script,M,ang,3,3,Ses05F_impro06_M025
159,159,1,script,M,ang,3,3,Ses05F_impro06_M025
160,160,1,script,M,xxx,0,0,Ses05F_impro06_M025
161,161,1,script,M,fru,3,3,Ses05F_impro06_M025
162,162,1,script,M,ang,3,3,Ses05F_impro06_M025
163,163,1,script,M,xxx,0,0,Ses05F_impro06_M025
164,164,1,script,M,fru,3,2,Ses05F_impro06_M025
165,165,1,script,M,ang,3,3,Ses05F_impro06_M025
166,166,1,script,M,ang,3,3,Ses05F_impro06_M025
167,167,1,script,M,neu,3,2,Ses05F_impro06_M025
168,168,1,script,M,neu,3,2,Ses05F_impro06_M025
169,169,1,script,M,fru,3,2,Ses05F_impro06_M025
170,170,1,script,M,fru,3,2,Ses05F_impro06_M025
171,171,1,script,M,ang,3,2,Ses05F_impro06_M025
172,172,1,script,M,ang,3,3,Ses05F_impro06_M025
173,173,1,script,M,sad,3,2,Ses05F_impro06_M025
174,174,1,script,M,ang,3,2,Ses05F_impro06_M025
175,175,1,script,M,xxx,0,0,Ses05F_impro06_M025
176,176,1,script,M,sur,3,2,Ses05F_impro06_M025
177,177,1,script,M,ang,3,2,Ses05F_impro06_M025
178,178,1,script,M,ang,3,3,Ses05F_impro06_M025
179,179,1,script,M,ang,3,3,Ses05F_impro06_M025
180,180,1,script,M,xxx,0,0,Ses05F_impro06_M025
181,181,1,script,M,ang,3,3,Ses05F_impro06_M025
182,182,1,script,M,ang,3,3,Ses05F_impro06_M025
183,183,1,script,M,ang,3,3,Ses05F_impro06_M025
184,184,1,script,M,ang,3,2,Ses05F_impro06_M025
185,185,1,script,M,ang,3,2,Ses05F_impro06_M025
186,186,1,script,M,neu,3,2,Ses05F_impro06_M025
187,187,1,script,M,xxx,0,0,Ses05F_impro06_M025
188,188,1,script,M,neu,3,2,Ses05F_impro06_M025
189,189,1,script,M,sad,3,2,Ses05F_impro06_M025
190,190,1,script,M,sad,3,3,Ses05F_impro06_M025
191,191,1,script,M,sad,3,3,Ses05F_impro06_M025
192,192,1,script,M,sad,3,2,Ses05F_impro06_M025
193,193,1,script,M,sad,3,2,Ses05F_impro06_M025
194,194,1,script,M,fru,3,3,Ses05F_impro06_M025
195,195,1,script,M,xxx,0,0,Ses05F_impro06_M025
196,196,1,script,M,fru,3,3,Ses05F_impro06_M025
197,197,1,script,M,fru,3,3,Ses05F_impro06_M025
198,198,1,script,M,fru,3,3,Ses05F_impro06_M025
199,199,1,script,M,fru,3,3,Ses05F_impro06_M025
200,200,1,script,M,fru,3,3,Ses05F_impro06_M025
201,201,1,script,M,fru,3,2,Ses05F_impro06_M025
202,202,1,script,M,xxx,0,0,Ses05F_impro06_M025
203,203,1,script,M,neu,3,2,Ses05F_impro06_M025
204,204,1,script,M,fru,3,2,Ses05F_impro06_M025
205,205,1,script,M,fru,3,3,Ses05F_impro06_M025
206,206,1,script,M,ang,3,3,Ses05F_impro06_M025
207,207,1,script,M,ang,3,3,Ses05F_impro06_M025
208,208,1,script,M,fru,3,3,Ses05F_impro06_M025
209,209,1,script,M,ang,3,3,Ses05F_impro06_M025
210,210,1,script,M,sad,3,2,Ses05F_impro06_M025
211,211,1,script,M,xxx,0,0,Ses05F_impro06_M025
212,212,1,script,M,fru,3,2,Ses05F_impro06_M025
213,213,1,script,M,fru,3,3,Ses05F_impro06_M025
214,214,1,script,M,fru,3,3,Ses05F_impro06_M025
215,215,1,script,M,xxx,0,0,Ses05F_impro06_M025
216,216,1,script,M,fru,3,3,Ses05F_impro06_M025
217,217,1,script,M,fru,3,3,Ses05F_impro06_M025
218,218,1,script,M,fru,3,2,Ses05F_impro06_M025
219,219,1,script,M,xxx,0,0,Ses05F_impro06_M025
220,220,1,script,M,ang,3,2,Ses05F_impro06_M025
221,221,1,script,M,ang,3,2,Ses05F_impro06_M025
222,222,1,script,M,fru,3,2,Ses05F_impro06_M025
223,223,1,script,M,neu,3,2,Ses05F_impro06_M025
224,224,1,script,M,sad,3,2,Ses05F_impro06_M025
225,225,1,script,M,xxx,0,0,Ses05F_impro06_M025
226,226,1,script,M,sad,3,2,Ses05F_impro06_M025
227,227,1,script,M,ang,3,2,Ses05F_impro06_M025
228,228,1,script,M,sad,3,3,Ses05F_impro06_M025
229,229,1,script,M,ang,3,2,Ses05F_impro06_M025
230,230,1,script,M,ang,3,2,Ses05F_impro06_M025
231,231,1,script,M,xxx,0,0,Ses05F_impro06_M025
232,232,1,script,M,xxx,0,0,Ses05F_impro06_M025
233,233,1,script,M,ang,3,3,Ses05F_impro06_M025
234,234,1,script,M,ang,3,2,Ses05F_impro06_M025
235,235,1,script,M,xxx,0,0,Ses05F_impro06_M025
236,236,1,script,M,xxx,0,0,Ses05F_impro06_M025
237,237,1,script,M,fru,3,2,Ses05F_impro06_M025
238,238,1,script,M,ang,3,3,Ses05F_impro06_M025
239,239,1,script,M,xxx,0,0,Ses05F_impro06_M025
240,240,1,script,M,ang,3,3,Ses05F_impro06_M025
241,241,1,script,M,ang,3,2,Ses05F_impro06_M025
242,242,1,script,M,ang,3,3,Ses05F_impro06_M025
243,243,1,script,M,xxx,0,0,Ses05F_impro06_M025
244,244,1,script,M,neu,3,2,Ses05F_impro06_M025
245,245,1,script,M,neu,3,2,Ses05F_impro06_M025
246,246,1,script,M,fru,3,2,Ses05F_impro06_M025
247,247,1,script,M,fru,3,2,Ses05F_impro06_M025
248,248,1,script,M,fru,3,2,Ses05F_impro06_M025
249,249,1,script,M,fru,3,3,Ses05F_impro06_M025
250,250,1,script,M,fru,3,2,Ses05F_impro06_M025
251,251,1,script,M,neu,3,2,Ses05F_impro06_M025
252,252,1,script,M,fru,3,3,Ses05F_impro06_M025
253,253,1,script,M,fru,3,3,Ses05F_impro06_M025
254,254,1,script,M,fru,3,3,Ses05F_impro06_M025
255,255,1,script,M,fru,3,3,Ses05F_impro06_M025
256,256,1,script,M,fru,3,3,Ses05F_impro06_M025
257,257,1,script,M,fru,3,3,Ses05F_impro06_M025
258,258,1,script,M,fru,3,3,Ses05F_impro06_M025
259,259,1,script,M,ang,3,3,Ses05F_impro06_M025
260,260,1,script,M,ang,3,2,Ses05F_impro06_M025
261,261,1,script,M,ang,3,3,Ses05F_impro06_M025
262,262,1,impro,M,neu,4,4,Ses05F_impro06_M025
263,263,1,impro,M,neu,4,3,Ses05F_impro06_M025
264,264,1,impro,M,neu,4,3,Ses05F_impro06_M025
265,265,1,impro,M,sad,4,3,Ses05F_impro06_M025
266,266,1,impro,M,sad,4,3,Ses05F_impro06_M025
267,267,1,impro,M,sad,4,3,Ses05F_impro06_M025
268,268,1,impro,M,sad,4,2,Ses05F_impro06_M025
269,269,1,impro,M,neu,4,3,Ses05F_impro06_M025
270,270,1,impro,M,neu,4,3,Ses05F_impro06_M025
271,271,1,impro,M,neu,4,2,Ses05F_impro06_M025
272,272,1,impro,M,neu,4,2,Ses05F_impro06_M025
273,273,1,impro,M,neu,4,2,Ses05F_impro06_M025
274,274,1,impro,M,neu,4,3,Ses05F_impro06_M025
275,275,1,impro,M,neu,4,3,Ses05F_impro06_M025
276,276,1,impro,M,neu,4,3,Ses05F_impro06_M025
277,277,1,impro,M,neu,4,3,Ses05F_impro06_M025
278,278,1,impro,M,neu,4,3,Ses05F_impro06_M025
279,279,1,impro,M,neu,4,3,Ses05F_impro06_M025
280,280,1,impro,M,neu,4,3,Ses05F_impro06_M025
281,281,1,impro,M,neu,4,3,Ses05F_impro06_M025
282,282,1,impro,M,neu,4,3,Ses05F_impro06_M025
283,283,1,impro,M,neu,4,3,Ses05F_impro06_M025
284,284,1,impro,M,neu,4,3,Ses05F_impro06_M025
285,285,1,impro,M,neu,4,3,Ses05F_impro06_M025
286,286,1,impro,M,neu,4,3,Ses05F_impro06_M025
287,287,1,impro,M,neu,4,3,Ses05F_impro06_M025
288,288,1,impro,M,neu,4,3,Ses05F_impro06_M025
289,289,1,impro,M,neu,4,3,Ses05F_impro06_M025
290,290,1,impro,M,neu,4,3,Ses05F_impro06_M025
291,291,1,impro,M,sad,4,3,Ses05F_impro06_M025
292,292,1,impro,M,sad,4,3,Ses05F_impro06_M025
293,293,1,impro,M,sad,4,4,Ses05F_impro06_M025
294,294,1,impro,M,sad,4,4,Ses05F_impro06_M025
295,295,1,impro,M,sad,4,4,Ses05F_impro06_M025
296,296,1,impro,M,sad,4,4,Ses05F_impro06_M025
297,297,1,impro,M,sad,4,4,Ses05F_impro06_M025
298,298,1,impro,M,sad,4,4,Ses05F_impro06_M025
299,299,1,impro,M,sad,4,4,Ses05F_impro06_M025
300,300,1,impro,M,sad,4,4,Ses05F_impro06_M025
301,301,1,impro,M,sad,4,4,Ses05F_impro06_M025
302,302,1,impro,M,sad,4,4,Ses05F_impro06_M025
303,303,1,impro,M,sad,4,4,Ses05F_impro06_M025
304,304,1,impro,M,sad,4,4,Ses05F_impro06_M025
305,305,1,impro,M,sad,4,4,Ses05F_impro06_M025
306,306,1,impro,M,sad,4,4,Ses05F_impro06_M025
307,307,1,impro,M,sad,4,4,Ses05F_impro06_M025
308,308,1,impro,M,sad,4,4,Ses05F_impro06_M025
309,309,1,impro,M,sad,4,4,Ses05F_impro06_M025
310,310,1,impro,M,sad,4,4,Ses05F_impro06_M025
311,311,1,impro,M,sad,4,4,Ses05F_impro06_M025
312,312,1,impro,M,sad,4,4,Ses05F_impro06_M025
313,313,1,impro,M,sad,4,4,Ses05F_impro06_M025
314,314,1,impro,M,sad,4,4,Ses05F_impro06_M025
315,315,1,impro,M,sad,4,4,Ses05F_impro06_M025
316,316,1,impro,M,sad,4,4,Ses05F_impro06_M025
317,317,1,impro,M,sad,4,4,Ses05F_impro06_M025
318,318,1,impro,M,sad,4,4,Ses05F_impro06_M025
319,319,1,impro,M,sad,4,4,Ses05F_impro06_M025
320,320,1,impro,M,sad,4,4,Ses05F_impro06_M025
321,321,1,impro,M,sad,4,4,Ses05F_impro06_M025
322,322,1,impro,M,neu,4,2,Ses05F_impro06_M025
323,323,1,impro,M,exc,4,3,Ses05F_impro06_M025
324,324,1,impro,M,xxx,0,0,Ses05F_impro06_M025
325,325,1,impro,M,exc,4,3,Ses05F_impro06_M025
326,326,1,impro,M,exc,4,3,Ses05F_impro06_M025
327,327,1,impro,M,exc,4,3,Ses05F_impro06_M025
328,328,1,impro,M,exc,4,3,Ses05F_impro06_M025
329,329,1,impro,M,exc,4,3,Ses05F_impro06_M025
330,330,1,impro,M,exc,4,2,Ses05F_impro06_M025
331,331,1,impro,M,exc,4,3,Ses05F_impro06_M025
332,332,1,impro,M,neu,4,2,Ses05F_impro06_M025
333,333,1,impro,M,exc,4,2,Ses05F_impro06_M025
334,334,1,impro,M,neu,4,2,Ses05F_impro06_M025
335,335,1,impro,M,exc,4,2,Ses05F_impro06_M025
336,336,1,impro,M,exc,4,2,Ses05F_impro06_M025
337,337,1,impro,M,exc,4,3,Ses05F_impro06_M025
338,338,1,impro,M,exc,4,2,Ses05F_impro06_M025
339,339,1,impro,M,xxx,0,0,Ses05F_impro06_M025
340,340,1,impro,M,exc,4,3,Ses05F_impro06_M025
341,341,1,impro,M,xxx,0,0,Ses05F_impro06_M025
342,342,1,impro,M,neu,4,3,Ses05F_impro06_M025
343,343,1,impro,M,exc,4,2,Ses05F_impro06_M025
344,344,1,impro,M,exc,4,3,Ses05F_impro06_M025
345,345,1,impro,M,exc,4,2,Ses05F_impro06_M025
346,346,1,impro,M,exc,4,2,Ses05F_impro06_M025
347,347,1,impro,M,exc,4,2,Ses05F_impro06_M025
348,348,1,impro,M,exc,4,3,Ses05F_impro06_M025
349,349,1,impro,M,exc,4,2,Ses05F_impro06_M025
350,350,1,impro,M,xxx,0,0,Ses05F_impro06_M025
351,351,1,impro,M,xxx,0,0,Ses05F_impro06_M025
352,352,1,impro,M,xxx,0,0,Ses05F_impro06_M025
353,353,1,impro,M,xxx,0,0,Ses05F_impro06_M025
354,354,1,impro,M,xxx,0,0,Ses05F_impro06_M025
355,355,1,impro,M,hap,4,4,Ses05F_impro06_M025
356,356,1,impro,M,hap,4,3,Ses05F_impro06_M025
357,357,1,impro,M,exc,4,3,Ses05F_impro06_M025
358,358,1,impro,M,exc,4,3,Ses05F_impro06_M025
359,359,1,impro,M,exc,4,4,Ses05F_impro06_M025
360,360,1,impro,M,exc,4,4,Ses05F_impro06_M025
361,361,1,impro,M,exc,4,4,Ses05F_impro06_M025
362,362,1,impro,M,exc,4,4,Ses05F_impro06_M025
363,363,1,impro,M,hap,4,2,Ses05F_impro06_M025
364,364,1,impro,M,exc,4,3,Ses05F_impro06_M025
365,365,1,impro,M,exc,4,3,Ses05F_impro06_M025
366,366,1,impro,M,exc,4,2,Ses05F_impro06_M025
367,367,1,impro,M,exc,4,3,Ses05F_impro06_M025
368,368,1,impro,M,hap,4,3,Ses05F_impro06_M025
369,369,1,impro,M,xxx,0,0,Ses05F_impro06_M025
370,370,1,impro,M,hap,4,3,Ses05F_impro06_M025
371,371,1,impro,M,xxx,0,0,Ses05F_impro06_M025
372,372,1,impro,M,xxx,0,0,Ses05F_impro06_M025
373,373,1,impro,M,xxx,0,0,Ses05F_impro06_M025
374,374,1,impro,M,hap,4,3,Ses05F_impro06_M025
375,375,1,impro,M,exc,4,2,Ses05F_impro06_M025
376,376,1,impro,M,hap,4,2,Ses05F_impro06_M025
377,377,1,impro,M,neu,4,3,Ses05F_impro06_M025
378,378,1,impro,M,sur,4,3,Ses05F_impro06_M025
379,379,1,impro,M,sur,4,3,Ses05F_impro06_M025
380,380,1,impro,M,xxx,0,0,Ses05F_impro06_M025
381,381,1,impro,M,exc,4,3,Ses05F_impro06_M025
382,382,1,impro,M,xxx,0,0,Ses05F_impro06_M025
383,383,1,impro,M,neu,4,3,Ses05F_impro06_M025
384,384,1,impro,M,xxx,0,0,Ses05F_impro06_M025
385,385,1,impro,M,xxx,0,0,Ses05F_impro06_M025
386,386,1,impro,M,xxx,0,0,Ses05F_impro06_M025
387,387,1,impro,M,neu,4,3,Ses05F_impro06_M025
388,388,1,impro,M,xxx,0,0,Ses05F_impro06_M025
389,389,1,impro,M,hap,4,3,Ses05F_impro06_M025
390,390,1,impro,M,hap,4,3,Ses05F_impro06_M025
391,391,1,script,F,hap,3,2,Ses05F_impro06_M025
392,392,1,script,F,hap,3,2,Ses05F_impro06_M025
393,393,1,script,F,hap,3,2,Ses05F_impro06_M025
394,394,1,script,F,xxx,0,0,Ses05F_impro06_M025
395,395,1,script,F,neu,3,2,Ses05F_impro06_M025
396,396,1,script,F,neu,3,2,Ses05F_impro06_M025
397,397,1,script,F,xxx,0,0,Ses05F_impro06_M025
398,398,1,script,F,xxx,0,0,Ses05F_impro06_M025
399,399,1,script,F,fru,3,2,Ses05F_impro06_M025
400,400,1,script,F,xxx,0,0,Ses05F_impro06_M025
401,401,1,script,F,xxx,0,0,Ses05F_impro06_M025
402,402,1,script,F,xxx,0,0,Ses05F_impro06_M025
403,403,1,script,F,xxx,0,0,Ses05F_impro06_M025
404,404,1,script,F,ang,3,2,Ses05F_impro06_M025
405,405,1,script,F,ang,3,2,Ses05F_impro06_M025
406,406,1,script,F,ang,3,2,Ses05F_impro06_M025
407,407,1,script,F,ang,3,2,Ses05F_impro06_M025
408,408,1,script,F,ang,3,2,Ses05F_impro06_M025
409,409,1,script,F,ang,3,2,Ses05F_impro06_M025
410,410,1,script,F,xxx,0,0,Ses05F_impro06_M025
411,411,1,script,F,xxx,0,0,Ses05F_impro06_M025
412,412,1,script,F,ang,3,3,Ses05F_impro06_M025
413,413,1,script,F,ang,3,3,Ses05F_impro06_M025
414,414,1,script,F,ang,3,3,Ses05F_impro06_M025
415,415,1,script,F,ang,3,3,Ses05F_impro06_M025
416,416,1,script,F,ang,3,3,Ses05F_impro06_M025
417,417,1,script,F,ang,3,2,Ses05F_impro06_M025
418,418,1,script,F,ang,3,3,Ses05F_impro06_M025
419,419,1,script,F,ang,3,3,Ses05F_impro06_M025
420,420,1,script,F,ang,3,2,Ses05F_impro06_M025
421,421,1,script,F,neu,3,2,Ses05F_impro06_M025
422,422,1,script,F,neu,3,2,Ses05F_impro06_M025
423,423,1,script,F,neu,3,3,Ses05F_impro06_M025
424,424,1,script,F,xxx,0,0,Ses05F_impro06_M025
425,425,1,script,F,ang,3,2,Ses05F_impro06_M025
426,426,1,script,F,ang,3,2,Ses05F_impro06_M025
427,427,1,script,F,ang,3,3,Ses05F_impro06_M025
428,428,1,script,F,ang,3,3,Ses05F_impro06_M025
429,429,1,script,F,ang,3,3,Ses05F_impro06_M025
430,430,1,script,F,ang,3,3,Ses05F_impro06_M025
431,431,1,script,F,ang,3,3,Ses05F_impro06_M025
432,432,1,script,F,xxx,0,0,Ses05F_impro06_M025
433,433,1,script,F,neu,3,2,Ses05F_impro06_M025
434,434,1,script,F,neu,3,2,Ses05F_impro06_M025
435,435,1,script,F,xxx,0,0,Ses05F_impro06_M025
436,436,1,script,F,neu,3,2,Ses05F_impro06_M025
437,437,1,script,F,fru,3,2,Ses05F_impro06_M025
438,438,1,script,F,xxx,0,0,Ses05F_impro06_M025
439,439,1,script,F,ang,3,2,Ses05F_impro06_M025
440,440,1,script,F,xxx,0,0,Ses05F_impro06_M025
441,441,1,script,F,fru,3,2,Ses05F_impro06_M025
442,442,1,script,F,neu,3,2,Ses05F_impro06_M025
443,443,1,script,F,neu,3,2,Ses05F_impro06_M025
444,444,1,script,F,fru,3,2,Ses05F_impro06_M025
445,445,1,script,F,fru,3,2,Ses05F_impro06_M025
446,446,1,script,F,ang,3,2,Ses05F_impro06_M025
447,447,1,script,F,fru,3,2,Ses05F_impro06_M025
448,448,1,script,F,neu,3,2,Ses05F_impro06_M025
449,449,1,script,F,xxx,0,0,Ses05F_impro06_M025
450,450,1,script,F,neu,3,2,Ses05F_impro06_M025
451,451,1,script,F,neu,3,2,Ses05F_impro06_M025
452,452,1,script,F,ang,3,2,Ses05F_impro06_M025
453,453,1,script,F,ang,3,2,Ses05F_impro06_M025
454,454,1,script,F,ang,3,2,Ses05F_impro06_M025
